City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
218,Mar Del Plata,AR,2021-01-13 17:23:29,-38.0023,-57.5575,77.0,47,0,14.97
219,Ban Phai,TH,2021-01-13 17:26:14,16.06,102.731,69.01,63,26,4.61
220,Niltepec,MX,2021-01-13 17:26:14,16.5667,-94.6167,77.67,52,12,16.35
221,Dekar,BW,2021-01-13 17:26:14,-21.5333,21.9333,82.81,54,91,5.03
222,Haverfordwest,GB,2021-01-13 17:26:14,51.8017,-4.9691,48.99,100,90,18.41
223,Lac-Au-Saumon,CA,2021-01-13 17:26:15,48.421,-67.3476,34.0,64,75,9.22
224,Roma,US,2021-01-13 17:24:05,43.2128,-75.4557,34.0,64,90,9.22
225,Bambanglipuro,ID,2021-01-13 17:26:15,-7.95,110.2833,78.04,82,100,4.72
226,Lamu,KE,2021-01-13 17:26:15,-2.2717,40.902,77.56,80,0,14.25
227,Batagay-Alyta,RU,2021-01-13 17:26:15,67.8006,130.4114,-42.12,70,16,0.85
228,Lakatoro,VU,2021-01-13 17:26:15,-16.0999,167.4164,80.2,80,100,3.38
229,Penalva,BR,2021-01-13 17:26:15,-3.2942,-45.1736,84.51,76,58,4.97
230,Hamilton,US,2021-01-13 17:26:15,39.1834,-84.5333,43.0,65,1,8.05
231,Provideniya,RU,2021-01-13 17:26:15,64.3833,-173.3,-3.17,86,100,8.61
232,Dagua,CO,2021-01-13 17:26:15,3.6569,-76.6886,82.4,57,40,2.3
233,Boguchany,RU,2021-01-13 17:26:16,58.3814,97.4531,-19.97,84,65,5.08
234,Flin Flon,CA,2021-01-13 17:26:16,54.7682,-101.865,15.8,92,75,2.3
235,Nosy Varika,MG,2021-01-13 17:26:16,-20.5833,48.5333,79.65,87,5,3.96
236,Coquimbo,CL,2021-01-13 17:23:15,-29.9533,-71.3436,64.4,72,20,14.97
237,Los Llanos De Aridane,ES,2021-01-13 17:26:16,28.6585,-17.9182,64.4,59,75,11.5
238,Ixtapa,MX,2021-01-13 17:26:16,20.7,-105.2,68.0,77,90,2.55
239,Pervomayskoye,RU,2021-01-13 17:26:16,43.919,46.7102,47.61,88,96,13.85
240,Ust-Kuyga,RU,2021-01-13 17:26:16,70.0167,135.6,-37.68,78,90,3.56
241,Broken Hill,AU,2021-01-13 17:26:16,-31.95,141.4333,73.4,38,24,17.27
242,Talaya,RU,2021-01-13 17:26:16,61.3833,152.75,-26.95,83,100,3.58
243,Belawan,ID,2021-01-13 17:26:16,3.7755,98.6832,75.2,94,40,2.3
244,Tilichiki,RU,2021-01-13 17:26:16,60.4667,166.1,-24.54,84,27,7.76
245,Rio Claro,BR,2021-01-13 17:26:16,-22.4114,-47.5614,84.2,65,75,6.91
246,Ossora,RU,2021-01-13 17:26:16,59.2353,163.0719,-7.06,84,89,4.83
247,Dargaville,NZ,2021-01-13 17:26:17,-35.9333,173.8833,60.3,94,16,4.07
248,Payo,ID,2021-01-13 17:26:17,-3.7508,103.6372,72.03,96,100,4.32
249,Mackay,AU,2021-01-13 17:26:17,-21.15,149.2,78.8,78,75,17.27
250,Palmer,US,2021-01-13 17:26:17,42.1584,-72.3287,39.2,52,40,4.81
251,Irbeyskoye,RU,2021-01-13 17:26:17,55.6428,95.4522,-16.87,85,21,4.61
252,Flinders,AU,2021-01-13 17:26:17,-34.5833,150.8552,72.0,81,64,5.01
253,Mazagao,BR,2021-01-13 17:26:17,-0.115,-51.2894,91.4,62,75,13.8
254,Pathein,MM,2021-01-13 17:24:02,16.7833,94.7333,69.67,79,4,3.65
255,Nantucket,US,2021-01-13 17:25:07,41.2835,-70.0995,41.0,48,1,6.91
